GEOID,NAME,variable,estimate,moe
49,Utah,B27010_033,105173,6618
49,Utah,B27010_034,1063759,3708
49,Utah,B27010_035,876915,8183
49,Utah,B27010_042,70191,4612
49,Utah,B27010_050,116653,7742
49,Utah,B27010_051,361619,1827
49,Utah,B27010_052,128621,5393
49,Utah,B27010_058,229585,5353
49,Utah,B27010_066,3413,1218
50,Vermont,B27010_002,124542,1784
50,Vermont,B27010_003,112671,2445
50,Vermont,B27010_010,9266,1485
50,Vermont,B27010_017,2605,878
50,Vermont,B27010_018,129282,1642
50,Vermont,B27010_019,111125,2499
50,Vermont,B27010_026,8419,1324
50,Vermont,B27010_033,9738,1702
50,Vermont,B27010_034,242373,1382
50,Vermont,B27010_035,204136,3051
50,Vermont,B27010_042,23022,2318
50,Vermont,B27010_050,15215,1755
50,Vermont,B27010_051,121867,811
50,Vermont,B27010_052,36412,2675
50,Vermont,B27010_058,85272,2741
50,Vermont,B27010_066,183,139
51,Virginia,B27010_002,1975387,6487
51,Virginia,B27010_003,1749200,11253
51,Virginia,B27010_010,129618,7593
51,Virginia,B27010_017,96569,7150
51,Virginia,B27010_018,1741374,9327
51,Virginia,B27010_019,1386755,13458
51,Virginia,B27010_026,119802,6518
51,Virginia,B27010_033,234817,11285
51,Virginia,B27010_034,3255321,7998
51,Virginia,B27010_035,2616835,15870
51,Virginia,B27010_042,323551,9017
51,Virginia,B27010_050,314935,12547
51,Virginia,B27010_051,1331589,4245
51,Virginia,B27010_052,387517,9374
51,Virginia,B27010_058,932107,9130
51,Virginia,B27010_066,11965,2150
53,Washington,B27010_002,1757459,5352
53,Washington,B27010_003,1583229,11233
53,Washington,B27010_010,120085,8625
53,Washington,B27010_017,54145,5951
53,Washington,B27010_018,1667053,7429
53,Washington,B27010_019,1361433,11508
53,Washington,B27010_026,108606,5637
53,Washington,B27010_033,197014,10874
53,Washington,B27010_034,2885629,5174
53,Washington,B27010_035,2409504,12797
53,Washington,B27010_042,239920,8555
53,Washington,B27010_050,236205,9657
53,Washington,B27010_051,1187312,2958
53,Washington,B27010_052,363069,8944
53,Washington,B27010_058,815560,9253
53,Washington,B27010_066,8683,1731
54,West Virginia,B27010_002,380871,2815
54,West Virginia,B27010_003,341302,5459
54,West Virginia,B27010_010,26144,4015
54,West Virginia,B27010_017,13425,2313
54,West Virginia,B27010_018,332254,3984
54,West Virginia,B27010_019,271481,5553
54,West Virginia,B27010_026,20747,2135
54,West Virginia,B27010_033,40026,4140
54,West Virginia,B27010_034,690586,3227
54,West Virginia,B27010_035,543362,7226
54,West Virginia,B27010_042,84634,5227
54,West Virginia,B27010_050,62590,4995
54,West Virginia,B27010_051,358341,1985
54,West Virginia,B27010_052,96700,4656
54,West Virginia,B27010_058,260038,4912
54,West Virginia,B27010_066,1603,984
55,Wisconsin,B27010_002,1344601,3904
55,Wisconsin,B27010_003,1206830,7772
55,Wisconsin,B27010_010,87058,5948
55,Wisconsin,B27010_017,50713,4179
55,Wisconsin,B27010_018,1180194,5465
55,Wisconsin,B27010_019,991598,9179
55,Wisconsin,B27010_026,66370,4513
55,Wisconsin,B27010_033,122226,6542
55,Wisconsin,B27010_034,2233229,4584
55,Wisconsin,B27010_035,1907484,9274
55,Wisconsin,B27010_042,173135,7072
55,Wisconsin,B27010_050,152610,7416
55,Wisconsin,B27010_051,993380,2620
55,Wisconsin,B27010_052,316901,7820
55,Wisconsin,B27010_058,673374,7828
55,Wisconsin,B27010_066,3105,1046
56,Wyoming,B27010_002,143312,2891
56,Wyoming,B27010_003,120647,4463
56,Wyoming,B27010_010,7420,1854
56,Wyoming,B27010_017,15245,2585
56,Wyoming,B27010_018,117638,2843
56,Wyoming,B27010_019,87747,3905
56,Wyoming,B27010_026,5245,1244
56,Wyoming,B27010_033,24646,3848
56,Wyoming,B27010_034,211727,2676
56,Wyoming,B27010_035,163447,4411
56,Wyoming,B27010_042,18228,2488
56,Wyoming,B27010_050,30052,3400
56,Wyoming,B27010_051,96182,1511
56,Wyoming,B27010_052,29279,2781
56,Wyoming,B27010_058,66793,2798
56,Wyoming,B27010_066,110,78
72,Puerto Rico,B27010_002,621761,3015
72,Puerto Rico,B27010_003,571749,5765
72,Puerto Rico,B27010_010,26373,3467
72,Puerto Rico,B27010_017,23639,3337
72,Puerto Rico,B27010_018,646553,4508
72,Puerto Rico,B27010_019,536729,6586
72,Puerto Rico,B27010_026,17126,2891
72,Puerto Rico,B27010_033,92698,5664
72,Puerto Rico,B27010_034,1226917,3525
72,Puerto Rico,B27010_035,985237,9852
72,Puerto Rico,B27010_042,118756,6204
72,Puerto Rico,B27010_050,122924,6921
72,Puerto Rico,B27010_051,674297,569
72,Puerto Rico,B27010_052,246865,7489
72,Puerto Rico,B27010_058,420628,7387
72,Puerto Rico,B27010_066,6804,1331
